observation_name,observation_sum,E1aJ0_C,E1aJ16_A,E1aJ40_B,E1aJ40_E,E1aJ5_B,E1bJ16_C,E1bJ40_C,E1bJ5_C,E1cJ16_D,E1cJ40_D,E1cJ5_D,E4aJ16_C,E4aJ40_C,E4aJ5_C,E5aJ16_A,E5aJ40_C,E5aJ5_D,E6aJ16_A,E6aJ40_B,E6aJ40_E,E6aJ48_A,E6aJ54_D,E6aJ5_B,E6bJ16_D,E6bJ40_D,E6bJ54_D,E7aJ16_A,E7aJ26_A,E7aJ40_B,E7aJ40_D,E7aJ40_E,E7aJ48_B,E7aJ48_E,E7aJ54_D,E7aJ5_B,E7aJ61_A,E7aJ69_B,E7aJ69_E,E7aJ96_D,E7bJ26_D,E7bJ40_D,E7bJ54_D,E7bJ69_D,E7bJ69_E,E8aJ0_C,E8aJ111_C,E8aJ16_A,E8aJ40_C,E8aJ5_C,E8aJ69_B,E8aJ69_E,E8aJ82_D,E8aJ96_B,E8aJ96_E,E8bJ111_C,E8bJ16_B,E8bJ40_C,E8bJ5_C,E8bJ69_B,E8bJ69_E,E8bJ82_C,E8bJ96_B,E8bJ96_E,E8cJ111_C,E8cJ16_B,E8cJ40_C,E8cJ5_C,E8cJ69_B,E8cJ69_E,E8cJ82_D,E8cJ96_B,E8cJ96_E,E9aJ16_A,E9aJ40_C,E9aJ5_C
Cluster_241,76,1,1,0,2,0,0,11,1,2,12,0,5,16,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Cluster_242,62,1,0,0,2,1,1,3,3,1,0,0,1,1,1,0,2,0,0,0,0,0,2,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,2,3,2,1,1
Cluster_243,89,4,0,0,2,0,6,4,1,1,1,1,0,2,0,0,2,0,0,0,4,0,2,0,0,2,1,0,0,0,2,0,0,4,1,0,1,0,8,3,1,0,0,2,2,0,0,1,1,1,0,2,0,0,2,1,0,0,1,0,6,0,0,3,4,0,0,2,0,0,3,0,0,0,4,1
Cluster_244,78,25,0,0,0,0,2,1,4,2,2,2,1,2,3,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,0,0,2,3,0,0,2,2,3,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Cluster_245,62,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,2,1,0,6,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,17,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0
Cluster_246,56,2,1,0,4,0,1,1,0,1,2,0,0,0,2,1,0,0,0,0,3,0,3,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,3,0,0,0,3,1,3,0,2,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,5,0,0,1,0,0,1,1,0,0,0,0,1
Cluster_247,59,2,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,3,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,2,0,0,1,0,6,2,0,9,3,0,1,0,0,2,0,0,10,0,0,0
Cluster_248,104,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,2,0,2,1,0,9,0,0,5,1,0,1,2,0,6,0,0,6,0,0,2,6,0,2,3,0,4,0,0,1,7,0,4,3,0,8,0,0,2,4,1,2,6,2,0,0
Cluster_249,55,2,1,0,1,0,0,2,4,2,0,1,0,1,1,1,1,1,1,0,1,0,1,3,0,0,1,3,1,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1
Cluster_250,55,0,0,0,0,1,1,2,0,1,0,1,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,2,0,2,0,1,0,0,2,1,0,0,2,0,2,3,1,5,0,0,1,0,1,0,0,1,4,0,0,0
Cluster_251,66,1,0,0,1,0,2,5,1,0,0,0,1,2,0,1,2,1,0,0,2,0,1,0,1,0,1,1,0,0,2,0,0,1,1,0,0,0,2,5,0,0,0,1,0,0,2,0,1,2,0,1,1,0,3,2,0,0,0,0,1,3,0,2,0,0,0,0,0,2,0,0,9,0,1,1
Cluster_252,77,0,4,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,8,0,0,0,0,0,1,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Cluster_254,56,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,2,1,0,1,1,0,0,5,0,0,5,0,2,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,3,0,1,3,0,0,0,0,2,8,0,0,0,0,0,1
Cluster_255,54,0,1,1,5,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,12,0,3,1,0,3,3,0,0,2,2,0,0,3,1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_256,63,0,4,0,0,0,0,0,0,2,7,0,0,2,0,1,1,0,3,0,0,5,10,0,1,9,5,2,0,0,1,0,0,0,1,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cluster_257,55,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,2,0,2,0,0,2,0,2,0,1,0,0,1,0,0,0,3,1,2,0,1,0,2,2,1,0,0,0,0,2,0,1,3,1,0,2,1,0,1,1,1,5,1,1,0
Cluster_258,56,3,0,0,6,0,5,3,0,0,4,1,2,5,1,1,5,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cluster_260,70,2,2,0,4,0,2,2,4,0,1,0,2,1,2,2,2,1,1,0,7,2,1,0,1,4,2,0,0,0,2,5,1,2,0,0,0,0,8,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_262,56,5,2,0,2,0,1,3,1,1,4,1,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,1,2,0,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,3,1,0,1,0,0,0
Cluster_263,55,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,1,0,0,0,0
Cluster_264,55,0,1,0,3,0,0,2,1,0,1,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,2,0,0,0,1,11,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
Cluster_265,56,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,4,4,0,28,0,0,0
Cluster_266,56,0,1,0,1,0,6,2,3,3,5,0,3,3,1,0,1,2,1,0,2,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cluster_268,62,3,0,0,1,0,3,1,1,3,0,0,2,3,1,1,2,2,1,0,2,1,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,3,0,2,0,1,3,1,4,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,1,0,1,1
Cluster_269,53,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,6,2,2,0,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,5,1,0,5,0,0,0
Cluster_271,51,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,30,5
Cluster_272,49,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,4,0,1,0,1,0,0,0,0,1,0,0,0,5,0,1,6,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5,0,0,7,0,0,0
Cluster_273,79,0,1,0,2,0,2,4,1,2,2,1,8,8,0,3,6,0,2,0,2,4,6,0,0,2,3,0,0,0,2,1,0,0,1,0,1,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1
Cluster_274,51,0,1,0,1,4,0,0,0,4,0,0,0,0,1,1,1,0,0,0,1,0,6,1,0,1,0,1,0,1,2,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,2,2,0,0,0,0,2,4,0,0,1,0,1,0
Cluster_275,50,2,1,0,2,0,0,4,1,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,3,1,2,3,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,2,0,2,0
Cluster_276,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,2
Cluster_277,47,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,7,5,0,0,0,1,3,0,1,1,0,0,0,2,1,1,0,3,0,0,0,0,2,1,0,4,3,0,0,0,0,2,0,0,1,0,0,0
Cluster_278,60,3,0,0,3,0,1,0,3,2,0,0,2,0,2,0,0,0,2,0,0,0,2,0,1,3,1,0,0,0,2,2,0,2,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,5,1,0,2,0,0,1,0,0,1,1,4,1
Cluster_280,46,3,1,0,0,0,1,2,2,1,0,1,4,1,0,1,3,0,0,0,0,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,1,1,0,1,0,0,2,1,2,0
Cluster_282,43,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_284,46,0,0,0,3,0,0,2,0,0,3,0,0,2,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,2,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
Cluster_285,44,0,0,0,3,0,2,2,0,0,3,2,1,1,0,1,2,0,3,1,4,2,1,0,2,3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cluster_286,50,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,2,0,3,4,0,0,0,0,0,0,0,3,1,0,2,0,1,0,1,1,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,2,0,3,0,0,6,1,0,1,0,0,2,0,0,2,1,0,0
Cluster_289,44,1,0,0,2,1,4,2,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,1,1,0,0,0,2,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,2,0,3,1,0,0,0,0,0,1,2,0,1,0,1,0
Cluster_290,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_291,55,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,3,1,1,0,2,0,1,0,0,1,2,2,0,2,0,4,0,0,3,0,1,0
Cluster_293,47,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,2,2,0,0,1,0,1,0,0,2,0,0,0,4,3,0,0,1,0,0,0,0,2,0,1,2,1,0,1,0,1,3,0,0,2,0,2,0
Cluster_295,43,1,0,0,5,0,1,4,1,1,6,0,0,3,0,0,1,1,1,0,2,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Cluster_296,41,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,3,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,4,9,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_299,41,0,0,0,4,0,0,6,0,0,2,0,0,7,0,0,3,0,0,0,0,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_300,112,0,0,1,3,1,1,2,3,1,1,0,0,0,0,0,0,1,0,1,5,0,4,0,3,2,2,0,1,2,1,1,0,5,0,1,0,0,6,3,0,0,0,0,0,0,0,2,0,1,4,8,0,2,4,0,1,0,0,5,4,0,0,4,0,1,0,0,5,12,0,0,8,0,0,0
Cluster_301,50,0,0,0,5,0,6,3,2,1,6,0,2,4,1,3,5,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Cluster_302,43,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,12,11,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cluster_304,42,0,0,0,2,0,1,0,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,1,1,0,2,1,0,0
Cluster_305,43,2,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,3,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,6,0,0,0,0,2,3,0,2,2,2,1
Cluster_306,43,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,7,0,0,0,2,0,1,2,0,0,0,0,0,2,0,1,5,0,2,0,0,0,5,0,0,5,0,0,0
Cluster_307,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,7,0,0,5,0,0,0,0,0,10,0,0,5,0,0,0
Cluster_308,38,3,2,0,0,2,3,0,2,0,0,0,0,0,0,0,1,0,1,1,2,0,0,3,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Cluster_310,39,1,1,0,4,1,1,3,0,0,0,0,0,1,0,1,3,0,0,1,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,2,0,0,0
Cluster_311,44,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,3,5,0,0,1,0,0,0,0,1,0,0,0,4,0,1,3,0,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,1,0,0,0,0
Cluster_312,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,24,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_314,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,4,0,0,0,0,0,1,0,0,6,0,0,0,0,0,5,1,0,6,1,1,0
Cluster_315,40,0,1,0,6,0,1,0,3,1,2,0,1,1,1,0,1,0,1,0,5,0,1,0,0,1,2,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_316,43,1,4,0,0,0,2,0,0,0,5,0,0,2,1,3,1,0,2,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
Cluster_317,49,1,1,0,0,0,1,0,2,1,3,2,2,3,4,0,1,1,0,0,0,0,4,0,1,2,1,0,0,0,1,0,0,0,1,0,2,0,1,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0
Cluster_318,49,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,4,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,1,0,0,1,0,3,0,0,1,0,0,0,6,0,3,3,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,3,1,0,0
Cluster_320,41,5,0,0,1,0,3,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,4,0,0,1,0,2,0,1,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3
Cluster_321,39,5,1,0,0,0,1,0,2,0,0,1,0,1,1,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1,1,0,3,0,0,1
Cluster_322,44,2,1,0,0,0,2,0,1,1,3,1,1,0,1,0,0,1,5,0,0,1,0,0,0,1,1,2,2,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_323,39,0,0,0,3,1,3,0,0,1,0,1,0,0,1,0,0,0,1,1,6,0,0,5,1,4,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Cluster_324,41,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,1,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,4,0,1,1,0,0,0,0,3,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0
Cluster_325,37,11,1,0,0,0,0,0,3,2,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Cluster_327,38,1,1,0,0,0,3,0,2,0,5,0,3,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
Cluster_329,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,6,1,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,0,6,0,0,0
Cluster_330,35,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,6,3,0,0
Cluster_331,35,1,1,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,1,0,6,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_333,38,0,11,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster_334,34,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Cluster_336,45,3,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,3,0,1,0,1,0,0,1,0,4,0,1,0,0,2,0,0,0,0,1,3,1,0,0,0,0,3,2,0,0,0,1,1,1,1,0
Cluster_337,32,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,2,0
Cluster_338,36,0,1,0,3,0,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
Cluster_339,46,5,1,0,2,0,2,1,3,0,3,0,1,2,0,0,1,0,0,0,0,2,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,1,0,1,0,2,0
Cluster_340,44,0,1,1,3,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,3,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,5,1,0,0
Cluster_341,44,0,2,1,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,3,0,1,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0
Cluster_342,32,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
Cluster_343,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Cluster_344,36,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,4,0,1,0,0,1,1,0,0,3,0,0,0
Cluster_345,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,7,1,1,1,0,0,0,0,0,2,2,0,7,0,0,0
